0	0	0
1	1	0
1	1	0
2	2	0
1	1	0
2	2	0
3	3	0
1	1	0
4	4	0
4	4	0
5	5	0
1	1	0
1	1	0
2	2	0
6	6	0
7	0	0
3	3	0
8	7	0
1	1	0
2	2	0
2	2	0
9	8	0
1	1	0
6	6	0
4	4	0
1	1	0
3	3	0
2	2	0
1	1	0
2	2	0
10	9	0
11	10	0
3	3	0
3	3	0
12	11	0
1	1	0
4	4	0
13	12	0
14	13	0
12	11	0
1	1	0
14	13	0
14	13	0
15	14	0
12	11	0
16	15	0
17	16	0
4	4	0
4	4	0
3	3	0
18	17	0
11	10	0
19	18	0
20	19	0
21	20	0
22	21	0
3	3	0
17	22	0
11	10	0
4	4	0
23	23	0
4	4	0
24	24	0
12	11	0
25	25	0
3	3	0
4	4	0
2	2	0
26	26	0
4	4	0
4	4	0
27	27	0
11	10	0
12	11	0
28	28	0
18	17	0
29	29	0
11	10	0
2	2	0
8	7	0
4	4	0
4	4	0
30	30	0
31	31	0
28	28	0
28	28	0
16	22	0
32	32	0
4	4	0
3	3	0
33	33	0
8	7	0
4	4	0
16	22	0
24	24	0
4	4	0
3	3	0
1	1	0
3	3	0
34	34	0
16	22	0
35	35	0
3	3	0
36	36	0
3	3	0
4	4	0
16	22	0
3	3	0
27	27	0
16	22	0
12	11	0
24	24	0
28	28	0
4	4	0
16	22	0
1	1	0
14	13	0
31	31	0
34	34	0
3	3	0
4	4	0
19	33	0
31	31	0
27	27	0
31	31	0
14	13	0
37	37	0
1	1	0
14	13	0
4	4	0
37	37	0
4	4	0
37	37	0
3	3	0
4	4	0
38	33	0
3	3	0
14	13	0
16	22	0
16	22	0
4	4	0
14	13	0
8	7	0
12	11	0
1	1	0
16	22	0
3	3	0
14	13	0
14	13	0
16	22	0
3	3	0
39	38	0
3	3	0
1	1	0
40	17	0
16	22	0
41	39	0
42	40	0
43	41	0
1	1	0
28	28	0
16	22	0
44	42	0
12	11	0
42	40	0
16	22	0
34	34	0
3	3	0
45	22	0
16	22	0
3	3	0
3	3	0
16	22	0
16	22	0
3	3	0
6	6	0
3	3	0
46	43	0
16	22	0
3	3	0
16	22	0
16	22	0
3	3	0
1	1	0
6	6	0
3	3	0
3	3	0
1	1	0
12	11	0
3	3	0
1	1	0
3	3	0
47	44	0
48	45	0
3	3	0
48	45	0
16	22	0
3	3	0
49	46	0
50	47	0
16	22	0
47	44	0
3	3	0
1	1	0
50	47	0
3	3	0
16	22	0
1	1	0
12	11	0
48	45	0
51	48	0
52	22	0
3	3	0
51	48	0
53	49	0
54	50	0
16	22	0
48	45	0
55	51	0
3	3	0
1	1	0
16	22	0
3	3	0
48	45	0
3	3	0
16	22	0
56	52	0
16	22	0
16	22	0
48	45	0
8	7	0
47	44	0
57	17	0
16	22	0
58	53	0
1	1	0
16	22	0
48	45	0
1	1	0
3	3	0
3	3	0
1	1	0
59	54	0
48	45	0
48	45	0
18	17	0
48	45	0
3	3	0
1	1	0
59	54	0
60	55	0
61	56	0
1	1	0
59	54	0
61	56	0
17	57	0
61	56	0
1	1	0
22	58	0
48	45	0
59	54	0
57	17	0
1	1	0
62	59	0
48	45	0
1	1	0
63	13	0
59	54	0
64	60	0
64	60	0
3	3	0
65	61	0
66	62	0
3	3	0
1	1	0
1	1	0
67	9	0
68	22	0
69	63	0
56	52	0
59	54	0
62	59	0
70	64	0
62	59	0
1	1	0
71	54	0
59	54	0
3	3	0
62	59	0
59	54	0
59	54	0
1	1	0
59	54	0
1	1	0
72	65	0
1	1	0
3	3	0
1	1	0
3	3	0
1	1	0
8	66	0
73	67	0
1	1	0
74	68	0
3	3	0
73	39	0
75	69	0
73	70	0
73	7	0
75	69	0
59	54	0
3	3	0
34	34	0
75	69	0
1	1	0
34	34	0
76	62	0
74	68	0
59	54	0
1	1	0
77	58	0
78	18	0
3	3	0
75	69	0
79	41	0
74	68	0
1	1	0
74	68	0
77	58	0
3	3	0
80	71	0
1	1	0
77	58	0
59	54	0
75	69	0
59	54	0
1	1	0
59	54	0
59	54	0
3	3	0
3	3	0
59	54	0
3	3	0
1	1	0
56	52	0
3	3	0
3	3	0
3	3	0
75	69	0
50	72	0
59	54	0
81	29	0
82	34	0
75	69	0
59	54	0
83	73	0
83	73	0
59	54	0
84	34	0
75	69	0
84	34	0
75	69	0
1	1	0
85	74	0
50	72	0
75	69	0
86	61	0
77	58	0
75	69	0
87	75	0
81	29	0
75	69	0
88	76	0
81	29	0
88	76	0
75	69	0
50	72	0
65	61	0
75	69	0
65	61	0
81	29	0
89	77	0
90	78	0
88	76	0
91	33	0
92	79	0
75	69	0
76	62	0
81	29	0
93	80	0
59	54	0
91	33	0
75	69	0
75	69	0
59	54	0
88	76	0
86	61	0
75	69	0
90	78	0
75	69	0
88	76	0
3	3	0
90	78	0
75	69	0
88	76	0
94	81	0
90	78	0
81	29	0
90	78	0
75	69	0
95	66	0
95	66	0
22	82	0
76	62	0
90	78	0
75	69	0
66	62	0
96	83	0
90	78	0
66	62	0
75	69	0
88	76	0
97	84	0
59	54	0
98	85	0
3	3	0
88	76	0
95	66	0
66	62	0
98	85	0
95	66	0
88	76	0
75	69	0
59	54	0
3	3	0
90	78	0
3	3	0
93	80	0
75	69	0
3	3	0
3	3	0
88	76	0
3	3	0
75	69	0
3	3	0
66	62	0
68	81	0
59	54	0
99	86	0
99	86	0
3	3	0
75	69	0
96	83	0
88	76	0
59	54	0
75	69	0
75	69	0
3	3	0
100	87	0
101	88	0
88	76	0
101	88	0
3	3	0
88	76	0
59	54	0
3	3	0
3	3	0
88	76	0
3	3	0
88	76	0
59	54	0
3	3	0
50	72	0
88	76	0
3	3	0
102	79	0
88	76	0
50	72	0
3	3	0
88	76	0
3	3	0
103	89	0
104	90	0
102	79	0
104	90	0
88	76	0
100	87	0
88	76	0
105	91	0
75	69	0
88	76	0
59	54	0
106	75	0
75	69	0
88	76	0
107	92	0
3	3	0
88	76	0
80	93	0
3	3	0
75	69	0
75	69	0
108	94	0
3	3	0
107	92	0
3	3	0
102	79	0
88	76	0
109	25	0
3	3	0
75	69	0
75	69	0
3	3	0
106	75	0
88	76	0
3	3	0
110	75	0
18	17	0
3	3	0
18	17	0
111	95	0
102	79	0
104	90	0
17	96	0
111	95	0
3	3	0
18	17	0
3	3	0
88	76	0
75	69	0
108	94	0
106	75	0
59	54	0
76	62	0
76	62	0
75	69	0
75	69	0
112	70	0
86	57	0
106	75	0
75	69	0
88	76	0
75	69	0
106	75	0
113	62	0
114	97	0
75	69	0
18	17	0
88	76	0
3	3	0
14	13	0
3	3	0
88	76	0
88	76	0
88	76	0
3	3	0
14	13	0
115	98	0
3	3	0
116	56	0
88	76	0
76	62	0
117	99	0
76	62	0
117	99	0
88	76	0
106	75	0
118	100	0
3	3	0
88	76	0
78	101	0
78	101	0
106	75	0
88	76	0
85	74	0
78	101	0
3	3	0
27	27	0
119	102	0
102	79	0
116	56	0
27	27	0
88	76	0
102	79	0
117	99	0
6	6	0
67	94	0
27	27	0
88	76	0
88	76	0
102	79	0
88	76	0
102	79	0
102	79	0
102	79	0
118	100	0
102	79	0
88	76	0
50	72	0
66	103	0
120	34	0
88	76	0
66	103	0
121	70	0
3	3	0
118	100	0
122	18	0
12	11	0
66	103	0
50	72	0
123	104	0
124	105	0
66	103	0
124	105	0
118	100	0
59	54	0
88	76	0
125	98	0
66	103	0
123	104	0
67	68	0
88	76	0
126	106	0
66	62	0
66	62	0
12	11	0
3	3	0
127	107	0
72	108	0
128	75	0
3	3	0
124	105	0
129	109	0
116	56	0
124	105	0
124	105	0
76	62	0
130	75	0
3	3	0
59	54	0
131	110	0
